REG. NO.	SECTION	ISBN	TITLE	AUTHOR	PUBLISHER	PUB. DATE	REMARKS
00986	F	0749719710	The mystery of the missing necklace (5)	Enid Blyton 	Mammoth fiction	1996	
00987	F	0749719710	The mystery of the missing necklace (5)	Enid Blyton 	Mammoth fiction	1996	
00988	F	0749719710	The mystery of the missing necklace (5)	Enid Blyton 	Mammoth fiction	1996	
00989	F	0749719729	The mystery of the hidden house (6)	Enid Blyton 	Mammoth fiction	1996	
00990	F	0749719729	The mystery of the hidden house (6)	Enid Blyton 	Mammoth fiction	1996	
00991	F	0749719729	The mystery of the hidden house (6)	Enid Blyton 	Mammoth fiction	1996	
00992	F	0749719737	The mystery of the pantomime cat (7)	Enid Blyton 	Mammoth fiction	1996	
00993	F	0749719737	The mystery of the pantomime cat (7)	Enid Blyton 	Mammoth fiction	1996	
00994	F	0749719737	The mystery of the pantomime cat (7)	Enid Blyton 	Mammoth fiction	1996	
00995	F	0749719745	The mystery of the invisible thief (8)	Enid Blyton 	Mammoth fiction	1996	
00996	F	0749719745	The mystery of the invisible thief (8)	Enid Blyton 	Mammoth fiction	1996	
00997	F	0749719745	The mystery of the invisible thief (8)	Enid Blyton 	Mammoth fiction	1996	
00998	F	0749719834	The mystery of the vanished prince (9)	Enid Blyton 	Mammoth fiction	1996	
00999	F	0749719834	The mystery of the vanished prince (9)	Enid Blyton 	Mammoth fiction	1996	
01000	F	0749719834	The mystery of the vanished prince (9)	Enid Blyton 	Mammoth fiction	1996	
01001	F	0749719753	The mystery of the strange bundle (10)	Enid Blyton 	Mammoth fiction	1996	
01002	F	0749719753	The mystery of the strange bundle (10)	Enid Blyton 	Mammoth fiction	1996	
01003	F	0749719753	The mystery of the strange bundle (10)	Enid Blyton 	Mammoth fiction	1996	
01004	F	0749719796	The mystery of tally-ho-cottage (12)	Enid Blyton 	Mammoth fiction	1996	
01005	F	0749719796	The mystery of tally-ho-cottage (12)	Enid Blyton 	Mammoth fiction	1996	
01006	F	0749719796	The mystery of tally-ho-cottage (12)	Enid Blyton 	Mammoth fiction	1996	
01007	F	074971980X	The mystery of the missing man (13)	Enid Blyton 	Mammoth fiction	1996	
01008	F	074971980X	The mystery of the missing man (13)	Enid Blyton 	Mammoth fiction	1996	
01009	F	074971980X	The mystery of the missing man (13)	Enid Blyton 	Mammoth fiction	1996	
01010	F	0749719818	The mystery of the strange messages (14)	Enid Blyton 	Mammoth fiction	1996	
01011	F	0749719818	The mystery of the strange messages (14)	Enid Blyton 	Mammoth fiction	1996	
01012	F	0749719818	The mystery of the strange messages (14)	Enid Blyton 	Mammoth fiction	1996	
01013	F	0749719826	The mystery of banshee towers (15)	Enid Blyton 	Mammoth fiction	1996	
01014	F	0749719826	The mystery of banshee towers (15)	Enid Blyton 	Mammoth fiction	1996	
01015	F	0749719826	The mystery of banshee towers (15)	Enid Blyton 	Mammoth fiction	1996	
01016	F	0749707577	Amelia Jane gets into trouble 	Enid Blyton 	Mammoth 	1992	
01017	F	0749707577	Amelia Jane gets into trouble 	Enid Blyton 	Mammoth 	1992	
01018	F	0749707577	Amelia Jane gets into trouble 	Enid Blyton 	Mammoth 	1992	
01019	F	0749746688	Amelia jane again 	Enid Blyton 	Mammoth 	1992	
01020	F	0749746688	Amelia jane again 	Enid Blyton 	Mammoth 	1992	
01021	F	0749746688	Amelia jane again 	Enid Blyton 	Mammoth 	1992	
01022	F	074974667X	Naughty Amelia jane 	Enid Blyton 	Mammoth 	1992	
01023	F	074974667X	Naughty Amelia jane 	Enid Blyton 	Mammoth 	1992	
01024	F	074974667X	Naughty Amelia jane 	Enid Blyton 	Mammoth 	1992	
01025	F	0747538484	Harry potter and the chamber of secrets 	J.K.Rowling 	Blooms bury	1998	
01026	F	0747538484	Harry potter and the chamber of secrets 	J.K.Rowling 	Blooms bury	1998	
01027	F	0747538484	Harry potter and the chamber of secrets 	J.K.Rowling 	Blooms bury	1998	
01028	F	0747538484	Harry potter and the chamber of secrets 	J.K.Rowling 	Blooms bury	1998	
01029	F	0747538484	Harry potter and the chamber of secrets 	J.K.Rowling 	Blooms bury	1998	
01030	F	0747546290	Harry potter and the prisoner of Azkaban 	J.K.Rowling 	Blooms bury	1999	
01031	F	0747546290	Harry potter and the prisoner of Azkaban 	J.K.Rowling 	Blooms bury	1999	
01032	F	0747546290	Harry potter and the prisoner of Azkaban 	J.K.Rowling 	Blooms bury	1999	
01033	F	0747546290	Harry potter and the prisoner of Azkaban 	J.K.Rowling 	Blooms bury	1999	
01034	F	0747546290	Harry potter and the prisoner of Azkaban 	J.K.Rowling 	Blooms bury	1999	
01035	F	0747532745	Harry potter and the philospher's stone 	J.K.Rowling 	Blooms bury	1997	
01036	F	0747532745	Harry potter and the philospher's stone 	J.K.Rowling 	Blooms bury	1997	
01037	F	0747532745	Harry potter and the philospher's stone 	J.K.Rowling 	Blooms bury	1997	
01038	F	0747532745	Harry potter and the philospher's stone 	J.K.Rowling 	Blooms bury	1997	
01039	F	0747550999	Harry potter and the goblet of fire 	J.K.Rowling 	Blooms bury	2000	
01040	F	0747550999	Harry potter and the goblet of fire 	J.K.Rowling 	Blooms bury	2000	
01041	F	0747550999	Harry potter and the goblet of fire 	J.K.Rowling 	Blooms bury	2000	
01042	F	0747550999	Harry potter and the goblet of fire 	J.K.Rowling 	Blooms bury	2000	
01043	F	0747550999	Harry potter and the goblet of fire 	J.K.Rowling 	Blooms bury	2000	
01044	F	9780007180929	Mary-kate & Ashley " Two of a kind diaries" 	Judy katsehke 	A parachuate press book	2000	
01045	F	9780007144495	Mary-kate & Ashley so little time" Too good to be true" 	Nancy Butcher 	A parachuate press book	1999	
01046	F	9780007296989	Tell me about it (5)	Nancy Butcher 	A parachuate press book	1999	
01047	F	9780007144525	Secret crush (6)	Jacqueline carrol	A parachuate press book	2003	
01048	F	9780007296996	The love factor  (8)	Rosalind noonan	A parachuate press book	2003	
01049	F	9780007144471	Dating game (9)	Kylie Adams 	A parachuate press book	2003	
01050	F	9780007144556	A girl's guide to guys (10)	Nancy Butcher 	A parachuate press book	2003	
01051	F	9780007144563	Boy crazy (11)	Megan stine	A parachuate press book	2003	
01052	F	9780007180943	Loves is in the air (13)	Eliza willard 	A parachuate press book	2004	
01053	F	9780007204793	Get real (15)	Jacqueline carrol	A parachuate press book	2004	
01054	F	9780007204809	Surf holiday (16)	Nancy Butcher 	A parachuate press book	2004	
01055	F	9780007204816	Make over more experiment (17)	Jacqueline carrol	A parachuate press book	2004	
01056	F	9780007148813	Mary-kate & Ashley sweet 16 "The perfect summer" (3)	keiran scott	A parachuate press book	2002	
01057	F	9780007297085	Getting there (4)	Eliza willard 	A parachuate press book	2002	
01058	F	9780007180974	Starring you & me (5)	Melissa senate 	A parachuate press book	2002	
01059	F	9780007180981	My best friend's boyfriend (6)	Rosalind noonan	A parachuate press book	2002	
01060	F	9780007181018	All that glitters (9)	Eliza willard 	A parachuate press book	2002	
01061	F	9780007181056	Little white lies (11)	Carol ellis 	A parachuate press book	2002	
01062	F	9780007181063	Dream holiday (12)	Eliza willard 	A parachuate press book	2002	
01063	F	9780007181070	Love & kisses (13)	Louise A.Gikow	A parachuate press book	2002	
01064	F	9780007181087	Spring into style (14)	Laurel stowe brady	A parachuate press book	2002	
01065	F	9780007297092	Truth or Dare (16)	Emma Harrision	A parachuate press book	2002	
01066	F	9780007297108	Forget me not (17)	Cameron dokey 	A parachuate press book	2002	
01067	F	9780007297115	Suddenly sisters (18)	Emma Harrision	A parachuate press book	2002	
01068	F	1573225991	Mama's Girl	Veronica chambers 	The berkley publishing group	1997	
01069	F	0439821061	The sisters of the south	Emily rodda 	Scholastic 	2004	
01070	F	0439821061	The sisters of the south	Emily rodda 	Scholastic 	2004	
01071	F	0152025332	Sword of the rightful king	Janey yolen	Magic carpet books	2004	
01072							
01073							
01074							
01075							
01076							
01077							
01078							
01079							
01080							
01081							
01082							
01083							
01084							
01085							
01086							
01087							
01088							
01089							
01090							
01091							
01092							
01093							
01094							
01095							
01096							
01097							
01098							
01099							
01100							
01101							
01102							
01103							
01104							
01105							
01106							
01107							
01108							
01109							
01110							
01111							
01112							
01113							
01114							
01115							
01116							
01117							
01118							
01119							
01120							
01121							
01122							
01123							
01124							
01125							
01126							
01127							
01128							
01129							
01130							
01131							
01132							
01133							
01134							
01135							
01136							
01137							
01138							
01139							
01140							
01141							
01142							
01143							
01144							
01145							
01146							
01147							
01148							
01149							
01150							
01151							
01152							
01153							
01154							
01155							
01156							
01157							
01158							
01159							
01160							
01161							
01162							
01163							
01164							
01165							
01166							
01167							
01168							
01169							
01170							
01171							
01172							
01173							
01174							
01175							
01176							
01177							
01178							
01179							
01180							
01181							
01182							
01183							
01184							
01185							
01186							
01187							
01188							
01189							
01190							
01191							
01192							
01193							
01194							
01195							
01196							
01197							
01198							
01199							
01200							
01201							
01202							
01203							
01204							
01205							
01206							
01207							
01208							
01209							
01210							
01211							
01212							
01213							
01214							
01215							
01216							
01217							
01218							
01219							
01220							
01221							
01222							
01223							
01224							
01225							
01226							
01227							
01228							
01229							
01230							
01231							
01232							
01233							
01234							
01235							
01236							
01237							
01238							
01239							
01240							
01241							
01242							
01243							
01244							
01245							
01246							
01247							
01248							
01249							
01250							
01251							
01252							
01253							
01254							
01255							
01256							
01257							
01258							
01259							
01260							
01261							
01262							
01263							
01264							
01265							
01266							
01267							
01268							
01269							
01270							
01271							
01272							
01273							
01274							
01275							
01276							
01277							
01278							
01279							
01280							
01281							
01282							
01283							
01284							
01285							
01286							
01287							
01288							
01289							
01290							
01291							
01292							
01293							
01294							
01295							
01296							
01297							
01298							
01299							
01300							
01301							
01302							
01303							
01304							
01305							
01306							
01307							
01308							
01309							
01310							
01311							
01312							
01313							
01314							
01315							
01316							
01317							
01318							
01319							
01320							
01321							
01322							
01323							
01324							
01325							
01326							
01327							
01328							
01329							
01330							
01331							
01332							
01333							
01334							
01335							
01336							
01337							
01338							
01339							
01340							
01341							
01342							
01343							
01344							
01345							
01346							
01347							
01348							
01349							
01350							
01351							
01352							
01353							
01354							
01355							
01356							
01357							
01358							
01359							
01360							
01361							
01362							
01363							
01364							
01365							
01366							
01367							
01368							
01369							
01370							
01371							
01372							
01373							
01374							
01375							
01376							
01377							
01378							
01379							
01380							
01381							
01382							
01383							
01384							
01385							
01386							
01387							
01388							
01389							
01390							
01391							
01392							
01393							
01394							
01395							
01396							
01397							
01398							
01399							
01400							
01401							
01402							
01403							
01404							
01405							
01406							
01407							
01408							
01409							
01410							
01411							
01412							
01413							
01414							
01415							
01416							
01417							
01418							
01419							
01420							
01421							
01422							
01423							
01424							
01425							
01426							
01427							
01428							
01429							
01430							
01431							
01432							
01433							
01434							
01435							
01436							
01437							
01438							
01439							
01440							
01441							
01442							
01443							
01444							
01445							
01446							
01447							
01448							
01449							
01450							
01451							
01452							
01453							
01454							
01455							
01456							
01457							
01458							
01459							
01460							
01461							
01462							
01463							
01464							
01465							
01466							
01467							
01468							
01469							
01470							
01471							
01472							
01473							
01474							
01475							
01476							
01477							
01478							
01479							
01480							
01481							
01482							
01483							
01484							
01485							
01486							
01487							
01488							
01489							
01490							
01491							
01492							
01493							
01494							
01495							
01496							
01497							
01498							
01499							
01500							
01501							
01502							
01503							
01504							
01505							
01506							
01507							
01508							
01509							
01510							
01511							
01512							
01513							
01514							
01515							
01516							
01517							
01518							
01519							
01520							
01521							
01522							
01523							
01524							
01525							
01526							
01527							
01528							
01529							
01530							
01531							
01532							
01533							
01534							
01535							
01536							
01537							
01538							
01539							
01540							
01541							
01542							
01543							
01544							
01545							
01546							
01547							
01548							
01549							
01550							
01551							
01552							
01553							
01554							
01555							
01556							
01557							
01558							
01559							
01560							
01561							
01562							
01563							
01564							
01565							
01566							
01567							
01568							
01569							
01570							
01571							
01572							
01573							
01574							
01575							
01576							
01577							
01578							
01579							
01580							
01581							
01582							
01583							
01584							
01585							
01586							
01587							
01588							
01589							
01590							
01591							
01592							
01593							
01594							
01595							
01596							
01597							
01598							
01599							
01600							
01601							
01602							
01603							
01604							
01605							
01606							
01607							
01608							
01609							
01610							
01611							
01612							
01613							
01614							
01615							
01616							
01617							
01618							
01619							
01620							
01621							
01622							
01623							
01624							
01625							
01626							
01627							
01628							
01629							
01630							
01631							
01632							
01633							
01634							
01635							
01636							
01637							
01638							
01639							
01640							
01641							
01642							
01643							
01644							
01645							
01646							
01647							
01648							
01649							
01650							
01651							
01652							
01653							
01654							
01655							
01656							
01657							
01658							
01659							
01660							
01661							
01662							
01663							
01664							
01665							
01666							
01667							
01668							
01669							
01670							
01671							
01672							
01673							
01674							
01675							
01676							
01677							
01678							
01679							
01680							
01681							
01682							
01683							
01684							
01685							
01686							
01687							
01688							
01689							
01690							
01691							
01692							
01693							
01694							
01695							
01696							
01697							
01698							
01699							
01700							
01701							
01702							
01703							
01704							
01705							
01706							
01707							
01708							
01709							
01710							
01711							
01712							
01713							
01714							
01715							
01716							
01717							
01718							
01719							
01720							
01721							
01722							
01723							
01724							
01725							
01726							
01727							
01728							
01729							
01730							
01731							
01732							
01733							
01734							
01735							
01736							
01737							
01738							
01739							
01740							
01741							
01742							
01743							
01744							
01745							
01746							
01747							
01748							
01749							
01750							
01751							
01752							
01753							
01754							
01755							
01756							
01757							
01758							
01759							
01760							
01761							
01762							
01763							
01764							
01765							
01766							
01767							
01768							
01769							
01770							
01771							
01772							
01773							
01774							
01775							
01776							
01777							
01778							
01779							
01780							
01781							
01782							
01783							
01784							
01785							
01786							
01787							
01788							
01789							
01790							
01791							
01792							
01793							
01794							
01795							
01796							
01797							
01798							
01799							
01800							
01801							
01802							
01803							
01804							
01805							
01806							
01807							
01808							
01809							
01810							
01811							
01812							
01813							
01814							
01815							
01816							
01817							
01818							
01819							
01820							
01821							
01822							
01823							
01824							
01825							
01826							
01827							
01828							
01829							
01830							
01831							
01832							
01833							
01834							
01835							
01836							
01837							
01838							
01839							
01840							
01841							
01842							
01843							
01844							
01845							
01846							
01847							
01848							
01849							
01850							
01851							
01852							
01853							
01854							
01855							
01856							
01857							
01858							
01859							
01860							
01861							
01862							
01863							
01864							
01865							
01866							
01867							
01868							
01869							
01870							
01871							
01872							
01873							
01874							
01875							
01876							
01877							
01878							
01879							
01880							
01881							
01882							
01883							
01884							
01885							
01886							
01887							
01888							
01889							
01890							
01891							
01892							
01893							
01894							
01895							
01896							
01897							
01898							
01899							
01900							
01901							
01902							
01903							
01904							
01905							
01906							
01907							
01908							
01909							
01910							
01911							
01912							
01913							
01914							
01915							
01916							
01917							
01918							
01919							
01920							
01921							
01922							
01923							
01924							
01925							
01926							
01927							
01928							
01929							
01930							
01931							
01932							
01933							
01934							
01935							
01936							
01937							
01938							
01939							
01940							
01941							
01942							
01943							
01944							
01945							
01946							
01947							
01948							
01949							
01950							
01951							
01952							
01953							
01954							
01955							
01956							
01957							
01958							
01959							
01960							
01961							
01962							
01963							
01964							
01965							
01966							
01967							
01968							
01969							
01970							
01971							
01972							
01973							
01974							
01975							
01976							
01977							
01978							
01979							
01980							
01981							
01982							
01983							
01984							
01985							
01986							
01987							
01988							
01989							
01990							
01991							
01992							
01993							
01994							
01995							
01996							
01997							
01998							
01999							
02000							
02001							
02002							
02003							
02004							
02005							
02006							
02007							
02008							
02009							
02010							
02011							
02012							
02013							
02014							
02015							
02016							
02017							
02018							
02019							
02020							
02021							
02022							
02023							
02024							
02025							
02026							
02027							
02028							
02029							
02030							
02031							
02032							
02033							
02034							
02035							
02036							
02037							
02038							
02039							
02040							
02041							
02042							
02043							
02044							
02045							
02046							
02047							
02048							
02049							
02050							
02051							
02052							
02053							
02054							
02055							
02056							
02057							
02058							
02059							
02060							
02061							
02062							
02063							
02064							
02065							
02066							
02067							
02068							
02069							
02070							
02071							
02072							
02073							
02074							
02075							
02076							
02077							
02078							
02079							
02080							
02081							
02082			The mystery of the missing necklace (5)				
02083							
02084							
02085							
02086							
02087							
02088							
02089							
02090							
02091							
02092							
02093							
02094							
02095							
02096							
02097							
02098							
02099							
02100							
